100,177.221800,189.879279,0.000000,0.000000
150,272.720400,188.463179,0.000000,0.000000
200,336.732400,512.299620,0.000000,0.000000
250,347.011300,406.440747,0.000000,0.000000
300,335.306500,517.212134,0.000000,0.000000
350,398.323900,518.472004,0.000000,0.000000
400,377.659500,2389.496332,0.000000,0.000001
450,409.201600,6320.242468,0.000000,0.000004
500,282.071900,182.065916,0.000000,0.000000
550,337.348100,231.914227,0.000000,0.000000
600,270.917900,162.696589,0.000000,0.000000
650,366.878400,177.505167,0.000000,0.000000
700,362.311500,163.978588,0.000000,0.000000
750,439.362700,328.352974,0.000000,0.000000
800,485.496500,245.741456,0.000000,0.000000
