100,5433.532700,2396.655185,0.000003,0.000001
150,7902.725400,3105.733519,0.000005,0.000002
200,10726.051000,27197.897949,0.000007,0.000017
250,12688.204700,3150.123052,0.000008,0.000002
300,15189.422000,3486.332354,0.000009,0.000002
350,18081.250200,4585.353593,0.000011,0.000003
400,21552.616800,7251.774362,0.000013,0.000005
450,24776.026000,13449.052736,0.000015,0.000008
500,30258.758900,17223.184549,0.000019,0.000011
550,30177.131200,11401.420694,0.000019,0.000007
600,35046.175400,33293.016472,0.000022,0.000021
650,36116.738500,15377.481692,0.000023,0.000010
700,37361.395900,9496.443852,0.000023,0.000006
750,42400.298300,19589.650276,0.000027,0.000012
800,43808.576000,13081.831744,0.000027,0.000008
